语料检索_语料库在线(www.cncorpus.org)
类型：古代汉语语料库
检索条件：愁
2023/1/20 16:06:28

序号	语句	书名	朝代
9224	无故寻 [愁] 觅恨，有时似傻如狂。		《红楼梦(上)》__清
9225	态生两靥之 [愁] ，娇袭一身之病。		《红楼梦(上)》__清
9226	枕上忧，马上 [愁] ，死后休。		《元散曲》__元明
9227	瘦马驮诗天一涯，倦鸟呼 [愁] 村数家。		《元散曲》__元明
9228	恨他 [愁] 断肠，为他烧夜香。		《元散曲》__元明
9229	听著数著 [愁] 著怕著早四更过。		《元散曲》__元明
9230	长亭，咫尺人孤零， [愁] 听，阳关第四声。		《元散曲》__元明
9231	薛蟠心中暗喜道：“我正 [愁] 进京去有舅舅管辖，不能任意挥霍，如今升出去，可知天从人愿。”		《红楼梦(上)》__清
9232	又见哥哥升了边缺，正 [愁] 少了娘家的亲戚来往，略加寂寞。		《红楼梦(上)》__清
9233	却说张静芳得知，忙来与王畹香道：“情仙此去，必无好光景，我有个道理，我去代他，省得忧坏了他的身子，又 [愁] 坏了你的身子。		《风流悟》__清
9234	他只道嫁丈夫不着 [愁] 个不了，不是分床独宿，定是吃个怨命长斋。		《风流悟》__清
9235	那仙姑道：“吾居离恨天之上灌 [愁] 海之中，乃放春山遣香洞太虚幻境警幻仙姑是也。		《红楼梦(上)》__清
9236	宝玉看毕，因又请问众仙姑姓名：一名痴梦仙姑，一名钟情大士，一名引 [愁] 金女，一名度恨菩提，各各道号不一。		《红楼梦(上)》__清
9237	背到那得意的地方，只听他高声朗诵的念道是∶“罔极之深恩未报，而又徒留不肖肢体，遗父母以半生莫殚之 [愁] 。		《儿女英雄》__清
9238	首，又要证见，又要对质∶有了夏十，不 [愁] 没有证见，但是我何犯着同他对质呢?”		《官场现形》__清
9239	因见东家为着办差的事， [愁] 的双不展，就从旁献计道∶“东翁现在这差，晚生倒有一个办法。”		《官场现形》__清
9240	正 [愁] 缓不济急，恰好有现任杭州织造的富周三爷，是门生的大舅子，他有托门生带京的一万银子。		《儿女英雄》__清
9241	但有偶然撞着者，如明道云：‘未须 [愁] 日暮，天际是轻阴。		《答万季埜诗问》__清
9242	当此黄昏人静，千 [愁] 万绪堆上心来，想起：“自己身子不牢，年纪又大了，看宝玉的光景，心里虽没别人，但是老太太舅母又不见有半点意思，深恨父母在时，何不早定了这头婚姻。”		《红楼梦(下)》__清
9243	不知此前六句皆兴，末二句方是赋，意只在‘故园 [愁] ’三字耳。		《答万季埜诗问》__清
9244	盈盈烛泪因谁泣，点点花 [愁] 为我嗔。		《红楼梦(上)》__清
9245	金管曲长人尽醉，玉簪恩重独生 [愁] 。		《答万季埜诗问》__清
9246	又 [愁] 抚宪大人是忌牛的，第一道汤可以改作燕菜鸽蛋汤。		《官场现形》__清
9247	我天天和你舅母说，只 [愁] 你没个算计儿。		《红楼梦(上)》__清
9248	也罢，你也不必 [愁] ，我这里现有几两银子，你要用只管拿去。		《红楼梦(上)》__清
9249	又看贾环的，是首五言律，写道是：红粉不知 [愁] ，将军意未休。		《红楼梦(中)》__清
9250	绣鞍有泪春 [愁] 重，铁甲无声夜气凉。		《红楼梦(中)》__清
9251	天子惊慌 [愁] 失守，此时文武皆垂首。		《红楼梦(中)》__清
9252	柳本多 [愁] ，何禁骤雨！		《红楼梦(中)》__清
9253	镜分鸾影， [愁] 开麝月之奁；梳化龙飞，哀折檀云之齿。		《红楼梦(中)》__清
9254	花开易见落难寻，阶前 [愁] 杀葬花人。		《红楼梦(上)》__清
9255	只见上面画着一枝芙蓉花，题着“风露清 [愁] ”四字，那面一句旧诗，道是：莫怨东风当自嗟。		《红楼梦(中)》__清
9256	‘监察’也罢，不‘监察’也罢，有了钱了， [愁] 着你们还不撵出我来！”		《红楼梦(中)》__清
9257	发蓬松，乱云鬓，粉汗湿，衣染尘，惊慌态，战栗身，这一种，含 [愁] 模样，更觉可人。		《狐狸缘全传》__清
9258	他这一得了官，正该你乐呢，反倒 [愁] 起这些来！		《红楼梦(中)》__清
9259	宝玉拿起海来，一气饮尽，说道：“如今要说‘悲’‘ [愁] ’‘喜’‘乐’四个字，却要说出‘女儿’来，还要注明这四个字的原故。		《红楼梦(上)》__清
9260	女儿 [愁] ，悔教夫婿觅封侯。		《红楼梦(上)》__清
9261	正 [愁] 着没法儿劝解，只见宝钗那边打发人来。		《红楼梦(下)》__清
9262	睡不稳纱窗风雨黄昏后，忘不了新 [愁] 与旧 [愁] 。		《红楼梦(上)》__清
9263	女儿 [愁] ，大风吹倒梳妆楼。”		《红楼梦(上)》__清
9264	云儿又道：“女儿 [愁] ，妈妈打骂何时休？”		《红楼梦(上)》__清
9265	薛蟠瞪了瞪眼，又说道：“女儿 [愁] ——”说了这句，又不言语了。		《红楼梦(上)》__清
9266	众人道：“怎么 [愁] ？”		《红楼梦(上)》__清
9267	女儿 [愁] ，无钱去打桂花油。		《红楼梦(上)》__清
9268	宝钗笑道：“将来也不过多费得一副嫁妆罢了，如今也 [愁] 不到那里。”		《红楼梦(中)》__清
9269	只 [愁] 我人人跟前失于应候罢了。		《红楼梦(中)》__清
9270	泪烛摇摇短檠，牵 [愁] 照恨动离情。		《红楼梦(中)》__清
9271	咱们洞中现有我等许多的大众，齐心努力，何 [愁] 他一个纯阳子？		《狐狸缘全传》__清
9272	 [愁] 无养膳，意味作难。		《幻中游》__清
9273	抛却亲儿被害，狐缠幼主生 [愁] 。		《狐狸缘全传》__清
9274	脉脉使人 [愁] ！		《红楼梦(下)》__清
9275	思前想后，竟应了前日梦中之谶，千 [愁] 万恨，堆上心来。		《红楼梦(下)》__清
9276	但也 [愁] 不得许多。		《红楼梦(中)》__清
9277	我先前替他 [愁] ，这会子幸喜大老爷不在家，才躲过去了；不然，他有什么法儿？”		《红楼梦(下)》__清
9278	大奶奶将来是不 [愁] 的了。”		《红楼梦(下)》__清
9279	肚子里先有了这三个人做了底子，然后再把陶渊明、应、刘、谢、阮、庾、鲍等人的一看，你又是这样一个极聪明伶俐的人，不用一年工夫，不 [愁] 不是诗翁了。”		《红楼梦(中)》__清
9280	诗人助兴常思玩，野客添 [愁] 不忍观。		《红楼梦(中)》__清
9281	这如今才好些，又这样哭哭啼啼，岂不是自己遭塌了自己身子，叫老太太看着添了 [愁] 烦了么？		《红楼梦(中)》__清
9282	一面又劝宝玉道：“你诚心要撵他也好，我们都愿意出去，不如就势儿连我们一齐撵了，你也不 [愁] 没有好的来伏侍你。”		《红楼梦(上)》__清
9283	鳌 [愁] 坤轴陷，李纨笑道：“我替你们看热酒去罢。”		《红楼梦(中)》__清
9284	遂一齐说道：“仙姑若得此人朝夕相会，慢慢的盗他真宝，从此不 [愁] 大罗神仙之位。		《狐狸缘全传》__清
9285	倘能倍加奋勉，何 [愁] 身入仙区。		《狐狸缘全传》__清
9286	这场大战，但见又杀的 [愁] 云蔽日，杀气漫空，地覆天翻，神 [愁] 鬼哭：		《狐狸缘全传》__清
9287	青冢怀古：黑水茫茫咽不流，冰弦拨尽曲中 [愁] 。		《红楼梦(中)》__清
9288	只为宝玉 [愁] 烦，便用正言解释，因提起：“兰儿自送殡回来，虽不上学，闻得日夜攻苦。		《红楼梦(下)》__清
9289	当下正忧虑时，因宝玉在侧，便问道：“事事都算安贴了，大哥哥还 [愁] 什么？”		《红楼梦(上)》__清
9290	花解怜人花亦 [愁] ，隔帘消息风吹透。		《红楼梦(中)》__清
9291	莺 [愁] 蝶倦晚芳时，纵是明春再见隔年期。		《红楼梦(中)》__清
9292	草木也知 [愁] ，韶华竟白头。		《红楼梦(中)》__清
9293	宝玉听了，又喜又 [愁] ，只得忙忙换了衣服，前来请安。		《红楼梦(中)》__清
9294	淡极始知花更艳， [愁] 多焉得玉无痕？		《红楼梦(上)》__清
9295	晓风不散 [愁] 千点，宿雨还添泪一痕。		《红楼梦(上)》__清
9296	从此我们奶奶做了主，我就没的 [愁] 了。”		《红楼梦(上)》__清
9297	这正碰了我的机会，我正 [愁] 没个膀臂。		《红楼梦(中)》__清
9298	他这远 [愁] 近虑，不亢不卑，他们奶奶就不是和咱们好，听他这一番话，也必要自愧的变好了。”		《红楼梦(中)》__清
9299	宝钗道：“处处风波处处 [愁] 。”		《红楼梦(上)》__清
9300	想必为你妹妹病了，你又胡 [愁] 乱恨呢。”		《红楼梦(中)》__清
9301	王夫人听说探春回京，虽不能解宝玉之 [愁] ，那个心略放了些。		《红楼梦(下)》__清
9302	我如今心里却 [愁] 他倘或要去了，我必要跟了他去的。		《红楼梦(中)》__清
9303	宝玉笑道：“原来是你 [愁] 这个，所以你是傻子！		《红楼梦(中)》__清
9304	从此后再别 [愁] 了。		《红楼梦(中)》__清
9305	里面邢夫人等正 [愁] 无人接旨，虽有贾兰，终是年轻。		《红楼梦(下)》__清
9306	替你 [愁] 了这几年了：又没个父母兄弟，谁是知疼着热的？		《红楼梦(中)》__清
9307	宝钗听了， [愁] 叹道：“偏梅家又合家在任上，后年才进来。		《红楼梦(中)》__清
9308	我见了他这样，有多少 [愁] 不散的？”		《红楼梦(中)》__清
9309	其中或有一二个知事的， [愁] 将来无应时之技，亦将本技丢开，便学起针黹纺绩女工诸务。		《红楼梦(中)》__清
9310	如问何故不肯，答云：‘待汝死后，何 [愁] 田产不为吾有。		《聊斋志异》__清
9311	无 [愁] 意岂烦？		《红楼梦(中)》__清
9312	那薛蝌若有悔心，自然移船就岸，不 [愁] 不先到手：是这个主意。		《红楼梦(下)》__清
9313	行踪落落，对影长 [愁] ；傲骨嶙嶙，搔头自爱。		《聊斋志异》__清
9314	媪言：“若个娘子，何 [愁] 无王候作贵客也！”		《聊斋志异》__清
9315	东曦既驾，僵卧长 [愁] 。		《聊斋志异》__清
9316	甚得新 [愁] 旧 [愁] ，铲尽还生，便如青草。		《聊斋志异》__清
9317	二人失色，不敢入，坐 [愁] 叹。		《聊斋志异》__清
9318	生曰：“卿何 [愁] 忧？		《聊斋志异》__清
9319	其名最多，为功已久：以宴嘉宾，以速父舅，以促膝而为欢，以合卺而成偶；或以为“钓诗钩”，又以为“扫 [愁] 帚”。		《聊斋志异》__清
9320	故曲生频来，则骚客之金兰友；醉乡深处，则 [愁] 人之逋逃薮。		《聊斋志异》__清
9321	只是我 [愁] 宝玉还是那么傻头傻脑的，这么说起来，比头里竟明白多了。		《红楼梦(下)》__清
9322	而兄弟资本，病中已耗其半；兄又未健，相对长 [愁] 。		《聊斋志异》__清
9323	不怨别离多，但 [愁] 欢会少。		《聊斋志异》__清
9324	减春光于旦夕，万点正飘 [愁] ；觅残红于西东，五更非错恨。		《聊斋志异》__清
9325	怨讟 [愁] 叹，难堪入听。		《明史》__清
9326	婢媪不敢宿内室，悉避外舍；惟妇对烛含 [愁] 以伺之。		《聊斋志异》__清
9327	生 [愁] 怖，终夜不枕。		《聊斋志异》__清
9328	我囊中尚有余钱，不 [愁] 沽也。”		《聊斋志异》__清
9329	惨怛无术，相对默默，而睹其 [愁] 颜戚容，使人肺腑酸柔。		《聊斋志异》__清
9330	一日方坐 [愁] 间，忽阍人通海石至。		《聊斋志异》__清
9331	夫妻无计，对影长 [愁] 。		《聊斋志异》__清
9332	送我王邸，当得善价，不 [愁] 归路无资也。”		《聊斋志异》__清
9333	巫能察神嗔喜：告诸信士曰“喜矣”，神则至；“怒矣”，妇子坐 [愁] 叹，有废餐者。		《聊斋志异》__清
9334	生 [愁] 饿无聊，度日如年。		《聊斋志异》__清
9335	颇亦不钝，但少教训，嬉不知 [愁] 。		《聊斋志异》__清
9336	如其言，果得钱百余千，喜曰：“囊中已自有，莫漫 [愁] 沽矣。”		《聊斋志异》__清
9337	致流离接踵，怨咨 [愁] 叹，上彻于天。		《明史》__清
9338	以月殿之仙人，自应有郎似玉；原霓裳之旧队，何 [愁] 贮屋无金？		《聊斋志异》__清
9339	大立以下民昏垫、闾阎 [愁] 困状帝莫能周知，乃绘图十二以献。		《明史》__清
9340	其时官无废事，民不 [愁] 劳。		《明史》__清
9341	王世贞则曰：“子业诗，如高山鼓琴，沈思忽往，木叶尽脱，石气自青；又如卫洗马言 [愁] ，憔瘁婉笃，令人心折。”		《明史》__清
9342	今四方灾旱，老稚流离，啼饥号寒之声，陛下不闻；北敌枭张，士卒困苦，呻吟嗟怨之状，陛下不闻；宗室贫穷，饔餐弗给， [愁] 困涕洟之态，陛下不闻；而独已毙之麟闻。		《明史》__清
9343	次辅温体仁者，秉政数载，上干天和，无岁不旱，无日不风霾，无处不盗贼，无人不 [愁] 怨。		《明史》__清
9344	徒步千里，夫运而妻供，父挽而子荷，道路 [愁] 怨，井落空虚。		《明史》__清
9345	法司悬缺半载，谳鞫无人，囹圄充满，有入无出， [愁] 愤之气，上薄日星，郁二也。		《明史》__清
9346	目前视之，虽若无事，然工役繁兴，科敛百出，士马罢敝，闾阎困穷， [愁] 叹之声上干和气，致荧惑失度，太阳无光，天鸣地震，草木兴妖，四方奏报殆无虚月，将来之患灼然可忧。		《明史》__清
9347	今功成奏捷，请间论军事，因发瑾奸，极陈海内 [愁] 怨，惧变起心腹。		《明史》__清
9348	比明，沃以水，影愈明，有 [愁] 惨状。		《明史》__清
9349	一贼弄权，万民失望， [愁] 叹之声动彻天地。		《明史》__清
9350	三台高捧日孤明，五马何 [愁] 路不平。		《平山冷燕》__清
9351	群臣惮阴中之祸，而忠言不敢直陈；四方习贪墨之风，而闾阎日以 [愁] 困。		《明史》__清
9352	 [愁] 他怎么：且回去与你痛饮快谈以养气，迟两日好与她对垒。”		《平山冷燕》__清
9353	一种情怀难自释，徘徊独咏苦 [愁] 词。		《青楼梦》__清
9354	芳卿不要动气，第一首收句‘徘徊独咏苦 [愁] 词’，这个‘苦’字，似乎不妥，若易一‘送’字，遂成完璧了。”		《青楼梦》__清
9355	赵公三人看了，却是“赋得立秋梧桐一叶落，五言近体一首，限秋、留、游、 [愁] 四韵”。		《平山冷燕》__清
9356	立秋日赋得梧桐一叶落，限秋、留、游、 [愁] 四韵		《平山冷燕》__清
9357	正如衰盛际，先有一人 [愁] 。		《平山冷燕》__清
9358	其态在 [愁] ，其韵在秀。		《青楼梦》__清
9359	再读到结句“正如衰盛际，先有一人 [愁] 。”		《平山冷燕》__清
9360	宜嗔宜喜亦宜 [愁] ，吟也风流，醉也风流。		《青楼梦》__清
9361	谱新曲玉箫再世，感旧 [愁] 锦瑟当年。		《青楼梦》__清
9362	弛张刑政，兴化阜俗，使吏无贪汙之迹，下无 [愁] 恨之声，不惟良二千石，亦在郡主簿县大夫，亲其教训，举其纲目，条察善恶，惠养困穷，方伯得以考求殿最。		《全唐文》__清
9363	眉似初春柳叶，常含着雨恨云 [愁] ；脸似三月桃花，每带着风情月意。		《青楼梦》__清
9364	夫人有强躁宽弱之志， [愁] 乐贪欲之心，思情聪哲之才，此乃天命其性，有善有不善者也。		《全唐文》__清
9365	其深意处，有词两句云：“病是 [愁] 根 [愁] 是叶，叶是双眉。”		《青楼梦》__清
9366	曩以江淮大都，吴楚雄镇，岁属艰食，人多 [愁] 声，是假全才，用康疲俗，下流水利，不惮劳心。		《全唐文》__清
9367	正说间，忽报拜林来，月素回 [愁] 作喜，即请进内。		《青楼梦》__清
9368	乏守御之全备，积 [愁] 叹之馀音，临轩永怀，宜俾宣导。		《全唐文》__清
9369	玉树歌残 [愁] 莫遏，红霞舞尽色全空。		《青楼梦》__清
9370	那日，挹香至留春阁，见爱卿粉腮凝泪，姣面含 [愁] ，甚属难解，遂婉诘之。		《青楼梦》__清
9371	酒保不得已，止得 [愁] 眉 [愁] 眼走出店外。		《女娲石》__清
9372	生是多情客，为花担尽 [愁] 。		《青楼梦》__清
9373	将这四个题目，翻思覆想，越想越 [愁] ，越 [愁] 越闷，说不尽一场苦楚，表不出一副心肠。		《女娲石》__清
9374	正是不想不呕，越思越 [愁] ，丢了书，倚着椅儿，长叹几声，恨不得将这身子一刀一绳，出了这口痴气。		《女娲石》__清
9375	幅素实堪书梦谱，怀衾谁许破 [愁] 胸？		《情梦柝》__清
9376	席间说起沦落之况，恐异日香 [愁] 玉悴，姊妹同声，变作凰飞凤散；潘郎在座，愿赋《国风》二十一篇。		《青楼梦》__清
9377	但田里服业，农桑及时，下无 [愁] 怨，外绝师旅，偃旗卧鼓，朕愿斯毕。		《全唐文》__清
9378	俟来岁乡试中了，那时小弟从中竭力，亦未为迟，何必如此 [愁] 态？”		《情梦柝》__清
9379	眉为善 [愁] 常减黛，衣因多病懒薰香。		《青楼梦》__清
9380	自宣德至天顺间，选宫人太多，浣衣局没官妇女 [愁] 怨尤甚，宜放还其家。”		《明史》__清
9381	那妇人道：“咱姓魏，名水母，排行第三，浑号捣命母夜叉三娘子；大姊名山精，浑号花面阎罗；二姊名社狐，浑号猪 [愁] 姑子。		《女娲石》__清
9382	朕为父母，义切生成，每念迫以凶威，不得保其性命，或使役夫远念家业，或割剥资粮，或朝夕不免於饥寒，或冤滥以致其 [愁] 痛，寝食之际，未尝暂安。		《全唐文》__清
9383	当霜雪之候，滞囹圄之中，馈馈为劳，逮捕斯扰，沍寒所迫， [愁] 叹必多。		《全唐文》__清
9384	他哥子 [愁] 着眉道：“老爹而今有些害发了，说的话‘道三不着两’的。		《儒林外史 (上)》__清
9385	泣人灵而洒悲霰，晦宇宙而起 [愁] 阴。		《全唐文》__清
9386	以至夫不得耕，妇不得织， [愁] 叹寻盈於道路，疮痍仅遍於乡闾，每切焦劳，不忘顷刻。		《全唐文》__清
9387	惟是一邑之内，独无 [愁] 怨之声，古之循良，何以迈此？		《全唐文》__清
9388	今有一件事，回来商议，怕三爷不在家，而今会着三爷，这事不 [愁] 不妥了。”		《儒林外史 (上)》__清
9389	你将来发达了， [愁] 为不着我的情也怎的？”		《儒林外史 (上)》__清
9390	弟选的文章，每一回出，书店定要卖掉一万部，山东、山西、河南、陕西、北直的客人，都争着买，只 [愁] 买不到手；还有个拙稿是前年刻的，而今已经翻刻过三副板。		《儒林外史 (上)》__清
9391	楚卿听得高中两字，把一天 [愁] 撇下。		《情梦柝》__清
9392	其百姓两税定额，各据土地所出，方圆收纳，不得竖色目妄配乱徵，致令艰 [愁] ，莫相保守。		《全唐文》__清
9393	第三十  回 爱少俊访友神乐观 逞风流高会莫 [愁] 湖		《儒林外史 (上)》__清
9394	每日画几笔画，读古人的诗文，渐渐不 [愁] 衣食，母亲心里欢喜。		《儒林外史 (上)》__清
9395	你历年卖诗卖画，我也积聚下三五十两银子，柴米不 [愁] 没有；我虽年老，又无疾病，你自放心出去，躲避些时不妨。		《儒林外史 (上)》__清
9396	信飘落之梅花，隔长门而不见，况乃花心飏恨，柳眼弄 [愁] 。		《全唐文》__清
9397	属 [愁] 吟之未尽，已响动乎疏钟。		《全唐文》__清
9398	夫人恐若素 [愁] 烦，差李茂报喜，并要金珠上来完局。		《情梦柝》__清
9399	低回欲绝黄昏雨，冷落 [愁] 经槛外风。		《情梦柝》__清
9400	口里说道：“也罢，你如今结交了这个张老爷，何 [愁] 没有银了用？		《儒林外史 (上)》__清
9401	外建州牧侯伯，内置公卿大夫，故野无遣贤，朝无阙政，俾率土绝 [愁] 叹之音，接轸有富庶之泰。		《全唐文》__清
9402	僧官 [愁] 着眉道：“龙老三，你又来做甚么？		《儒林外史(下)》__清
9403	王德 [愁] 著眉道：“那时我不曾去。		《儒林外史 (上)》__清
9404	第三十回 爱少俊访友神乐观 逞风流高会莫 [愁] 湖		《儒林外史(下)》__清
9405	杜慎卿 [愁] 着眉道：“先生，这也为嗣续大计，无可奈何，不然，我做这样事怎的？”		《儒林外史(下)》__清
9406	杜慎卿道：“假使天下有这样一个人，又与我同主同死，小弟也不得这样多 [愁] 善病！		《儒林外史(下)》__清
9407	门下去借莫 [愁] 湖的湖亭，那里又宽敞，又凉快。”		《儒林外史(下)》__清
9408	安庆季苇萧、天长杜慎卿，择于五月初三日，莫 [愁] 湖湖亭大会。		《儒林外史(下)》__清
9409	倘有推托，弟就压制他，异言异服，变乱古制，不 [愁] 他不从。		《情梦柝》__清
9410	到初三那日，发了两班戏箱在莫 [愁] 湖。		《儒林外史(下)》__清
9411	城里那些做衙门的、开行的、开字号店的有钱的人，听见莫 [愁] 湖大会，都来雇了湖中打鱼的船，搭了凉篷，挂了灯，都撑到湖中左右来看。		《儒林外史(下)》__清
9412	范学道是个老实人，也不晓得他说的是笑话，只 [愁] 着眉道：“苏轼既文章不好，查不着也罢了，这荀玫是老师要提拨的人，查不着不好意思的。”		《儒林外史 (上)》__清
9413	学道看罢，不觉喜逐颜开，一天 [愁] 都没有了。		《儒林外史 (上)》__清
9414	西窗幸获同君梦，消却平生万斛 [愁] 。		《赛花铃》__清
9415	而有司不达，苟以惜费为心，致滋停减之名，无裨毫厘之用，使军中老幼， [愁] 叹无归。		《全唐文》__清
9416	三公子因他问这一句话，就说出杨执中这一个人，可以算得极高的品行，就把这一张说拿出来送与鲁编修看，鲁编修看罢， [愁] 着眉道：“老世兄，似你这等所为，怕不是自古及今的贤公子？		《儒林外史 (上)》__清
9417	杨执中看见他这模样，吓了一跳， [愁] 着眉道：“你怎的连帽子都弄不见了？”		《儒林外史 (上)》__清
9418	孤怀夜独 [愁] 。		《赛花铃》__清
9419	朕每念 [愁] 毒，良增震嗟。		《全唐文》__清
9420	闷坐对斜阳， [愁] 杀秋容到海棠。		《赛花铃》__清
9421	人静夜久凭栋， [愁] 不归眠，立残更箭。		《五美缘》__清
9422	见女儿哭的天 [愁] 地惨，候着丈夫入过殓，出来拜公婆，和父亲道：“父亲在上，我一个大姐姐死了丈夫，在家累着父亲养活，而今我又死了丈夫，难道又要父亲养活不成？		《儒林外史(下)》__清
9423	徐九公子道：“闻的向日有一位天长杜先生在这莫 [愁] 湖大会梨园子弟，那时却也还有几个有名的脚色，而今怎么这些做生、旦的，却要一个看得的也没有？		《儒林外史(下)》__清
9424	你家有银子，不 [愁] 弄不得一个人来，放我一条生路去罢！”		《儒林外史(下)》__清
9425	像我也会画两笔画，要在当时虞博士那一班名士在，那里 [愁] 没碗饭吃！		《儒林外史(下)》__清
9426	若府库空竭，闾阎 [愁] 困，四方之民，流转死亡，而曰我能论道经邦，燮理阴阳，非愚臣之所知也！”		《续资治通鉴》__清
9427	挑罢练鸾双黛蹙，妆残玉燕九鬟 [愁] ，更苦是疑眸。		《醒名花》__清
9428	雨送 [愁] 苗烟系思，花开怯看好花枝。		《醒名花》__清
9429	不管落花飞絮乱，只 [愁] 香散池塘。		《赛花铃》__清
9430	宜 [愁] 朕怀，即断来表。		《全唐文》__清
9431	若教更遇悲春酒，吞下余 [愁] 几万千。		《醒名花》__清
9432	肠时断， [愁] 时续。		《醒名花》__清
9433	季坤想：世上那有这等厚道君子，咱要放了他，他还 [愁] 着咱怎见主人。		《五美缘》__清
9434	羡今宵恩爱，怕问前 [愁] 。		《醒名花》__清
9435	魏临川道：“不日大爷迎娶小姐，晚生少不得在府照应，那些到府恭贺之人必多，只 [愁] 无件好衣服，奉陪诸客。”		《五美缘》__清
9436	年来啄尽 [愁] 滋味，舞得游丝几许长。		《醒名花》__清
9437	衔出新 [愁] 翡翠堂，误传密语漏春光。		《醒名花》__清
9438	重将旧事如 [愁] 说，一段纷更笑错笺。		《醒名花》__清
9439	一腔热血洒别离，呼天不应 [愁] 还泣。		《醒名花》__清
9440	心上千 [愁] 万闷，且喜得那首落花诗，尚紧紧系在衣带上，不曾失去，还好。		《醒名花》__清
9441	说与老汉，或者替你消得 [愁] ，解得闷，也不可知。”		《醒名花》__清
9442	梦策燕云马， [愁] 啼蜀道猿。		《醒名花》__清
9443	寂寂萧斋书和酬，那堪联榻更含 [愁] 。		《赛花铃》__清
9444	魂梦只 [愁] 山水碧。		《赛花铃》__清
9445	等待今晚，将他请来同吃晚饭，烦他到典铺中去管理，他若肯去，不 [愁] 妇人不得到手。		《五美缘》__清
9446	极目萧条 [愁] 不尽，烟深何处望京华。		《赛花铃》__清
9447	关河迢递 [愁] 多少，独旁南屏对暮峰。		《赛花铃》__清
9448	自古豪华俱有泪，五陵年少莫 [愁] 贫。		《赛花铃》__清
9449	鲸鱼寥落空江冷，客子萧条故国 [愁] 。		《赛花铃》__清
9450	细腰莫向南楼倚，花落莺啼 [愁] 杀人。		《赛花铃》__清
9451	故园欲去 [愁] 无主，故傍山梅不忍飞。		《赛花铃》__清
9452	破入清商成断续，袅袅余音，赠我 [愁] 千斛。		《赛花铃》__清
9453	似恨如 [愁] ，仿佛月明春睡去，含娇敛态，依稀雨暗晚归来。		《醒名花》__清
9454	凝妆游绮陌，结同心于柳带，归赋桃夭；遣闷到梁园，卜迨吉于榆钱， [愁] 歌梅落。		《醒名花》__清
9455	今番陷入牢笼去，幻出姻缘一片 [愁] 。		《醒名花》__清
9456	只 [愁] 你年纪幼小，不晓得出路的光景，必得个亲友合伴而行，我方能放心。		《醒名花》__清
9457	泾州无兵，贼已到渭州，宗谅起遣人户强壮数千人入城防守，时直苦寒，军情 [愁] 惨，得宗谅管设环庆路节次策应军马，酒食薪柴并足，众心大喜。		《续资治通鉴》__清
9458	专习一家， [愁]  [愁] 小哉！		《续诗品》__清
9459	一别慈帏已八春，涛声岳色共 [愁] 人。		《赛花铃》__清
9460	讵料鱼沉雁杳，竟尔音信茫然，使妾终日闭门 [愁] 泣，染成一病，几乎不起。		《赛花铃》__清
9461	有怜道：“今日尚早，府中有客，看戏半本才完，何 [愁] 不得出城？”		《五美缘》__清
9462	老安人原是个没主意的人，听了这一番话，只得又到素云房内，徐徐劝道：“吾儿且省 [愁] 烦，量做娘的，只生得你一点骨血，岂不要安放你一个停当。		《赛花铃》__清
9463	昨夜月明 [愁] 更绕，笛声吹破关山晓。		《赛花铃》__清
9464	二八最盈盈，含 [愁] 似有情。		《赛花铃》__清
9465	箫寺奚 [愁] 夜独吟，天涯何处少知音。		《赛花铃》__清
9466	孙觉、苏辙愈不平，复上疏论之，疏曰：“自法行以来，民力困敝，海内 [愁] 怨。		《续资治通鉴》__清
9467	盐铁判官歙人俞献卿亦言：“天下谷帛日益耗，物价日益高，人皆谓稻苗未立而和籴，桑叶未吐而和买，自荆湖、江、淮间，民 [愁] 无聊。		《续资治通鉴》__清
9468	乙卯，监察御史言：“锡布鼎、纳苏喇鼎默埒、乌纳尔、王巨济、嘉木扬喇勒智、锡迪嘉珲迪，皆僧格党与，受赃肆虐，使江淮之民 [愁] 怨载路，今或系狱，或释之，臣下所未能喻。”		《续资治通鉴》__清
9469	饥寒逼迫，其后必有盗贼之忧；死伤 [愁] 怨，其终必致水旱之报。		《续资治通鉴》__清
9470	比者连事外夷，三军屡衄，不可以言气；海内骚然，一遇调发，上下 [愁] 怨，非所谓同欲也。		《续资治通鉴》__清
9471	帝谓宰相曰：“诸路逋欠，先朝每有赦宥，皆令蠲放，而有司尚更理督，颇闻细民 [愁] 叹。”		《续资治通鉴》__清
9472	群生 [愁] 叹，四民废业，贫者弃子以偷生，富者鬻产而应役，倒悬之苦，日其一日。		《续资治通鉴》__清
9473	以至吴居厚行铁冶之法于京东，王子京行茶法于福建，蹇周辅行盐法于江西，李稷、陆师闵行茶法、市易于西川，刘定教保甲于河北，民皆 [愁] 痛，比屋思乱。		《续资治通鉴》__清
9474	帝曰：“都民当抚縻，使常在春风和气中，不可使有 [愁] 叹。”		《续资治通鉴》__清
9475	斯民之 [愁] 叹，何时而少息哉！		《续资治通鉴》__清
9476	故体貌大臣非不厚，而便嬖侧媚得以被腹心之寄；寤寐英豪非不切，而柔邪庸缪得以窃廊庙之权；非不乐闻公议正论，而有时不容；非不欲塈谗说殄行，而未免误听；非不欲报复陵庙雠耻，而不免畏怯苟安；非不欲爱养生灵财力，而未免叹息 [愁] 怨。		《续资治通鉴》__清
9477	穆宗逞无穷之欲，不恤国事，天下 [愁] 怨。		《续资治通鉴》__清
