语料检索_语料库在线(www.cncorpus.org)
类型：古代汉语语料库
检索条件：泪
2022/5/26 20:09:03

序号	语句	书名	朝代
2416	雷叹一声响，雨 [泪] 忽成行。		《乐府诗集》__宋
2417	望君终不见，屑 [泪] 且长吟。		《乐府诗集》__宋
2418	薄暮有所思，终持 [泪] 煎骨。		《乐府诗集》__宋
2419	如何将此千行 [泪] ，更洒湘江斑竹枝。		《乐府诗集》__宋
2420	落花同 [泪] 脸，初月似愁眉。		《乐府诗集》__宋
2421	愁多明月下， [泪] 尽雁行前。		《乐府诗集》__宋
2422	相思日日度， [泪] 脸年年流。		《乐府诗集》__宋
2423	 [泪] 想离前落，愁闻别后新。		《乐府诗集》__宋
2424	长鲸喷涌不可涉，抚心茫茫 [泪] 如珠。		《乐府诗集》__宋
2425	饯 [泪] 留神眷，离欷切私俦。		《乐府诗集》__宋
2426	岂知眼有 [泪] ，肯白头上发。		《乐府诗集》__宋
2427	梦中醉卧巫山云，觉来 [泪] 滴湘江水。		《乐府诗集》__宋
2428	还君明珠双 [泪] 垂，何不相逢未嫁时。		《乐府诗集》__宋
2429	胡为不归欤， [泪] 下沾衣襟。		《乐府诗集》__宋
2430	哭声厌咽旁人恶，唤起惊悲 [泪] 飘露。		《乐府诗集》__宋
2431	如何易水上，未歌先 [泪] 垂。		《乐府诗集》__宋
2432	班姬收 [泪] 抱妾身，我曾排摈无限人。		《乐府诗集》__宋
2433	胡马嘶一声，汉兵 [泪] 双落。		《乐府诗集》__宋
2434	客来歌捉捕，歌竟 [泪] 如雨。		《乐府诗集》__宋
2435	临风亲戚怀，满袖兒女 [泪] 。		《乐府诗集》__宋
2436	嫩蝶怜芳抱新蕊，泣露枝枝滴夭 [泪] 。		《乐府诗集》__宋
2437	登楼望天衢，目极 [泪] 盈睫。		《乐府诗集》__宋
2438	古绵眇，理参差，单心慷慨双 [泪] 垂。		《乐府诗集》__宋
2439	赋诗以写怀，伏轼 [泪] 霑缨。		《乐府诗集》__宋
2440	老农 [泪] 欲堕，无麦真无食。		《栾城后集卷四》__宋
2441	零 [泪] 向谁道，鸡鸣徒叹息。		《乐府诗集》__宋
2442	人生有情 [泪] 霑臆，江水江花岂终极。		《乐府诗集》__宋
2443	玉关遥隔万里道，金刀不剪双 [泪] 泉。		《乐府诗集》__宋
2444	歌出易水寒，琴下雍门 [泪] 。		《乐府诗集》__宋
2445	掩妾 [泪] ，听君歌。		《乐府诗集》__宋
2446	愁心绝，愁 [泪] 尽。		《乐府诗集》__宋
2447	悲生聚绀黛， [泪] 下浸妆红。		《乐府诗集》__宋
2448	直缘感君恩爱一回顾，使我双 [泪] 长珊珊。		《乐府诗集》__宋
2449	自伤失所欲， [泪] 下如连丝。		《乐府诗集》__宋
2450	赠君比芳菲，受惠常不灭；赠君 [泪] 潺湲，相思无断绝。		《乐府诗集》__宋
2451	攀枝长叹息， [泪] 下沾罗襟。		《乐府诗集》__宋
2452	无 [泪] 适他乡，忽如雨绝云。		《乐府诗集》__宋
2453	收 [泪] 语舟，归酌流水。		《栾城后集卷二十》__宋
2454	悲且伤，参差 [泪] 成行。		《乐府诗集》__宋
2455	湘妃拭 [泪] 洒贞筠，筴药浣衣何处人。		《乐府诗集》__宋
2456	据鞍长叹息， [泪] 下如流泉。		《乐府诗集》__宋
2457	无复放怀哗笑语，挽诗空寄 [泪] 潺湲。		《栾城后集卷一》__宋
2458	宫花有露如新 [泪] ，小苑茸茸入寒翠。		《乐府诗集》__宋
2459	一市称烈义，观者收 [泪] 并慨慷。		《乐府诗集》__宋
2460	洞房明月夜，对此 [泪] 如珠。		《乐府诗集》__宋
2461	客有哀时失志而听者， [泪] 淋浪以沾襟。		《乐府诗集》__宋
2462	节士感秋 [泪] 如雨。		《乐府诗集》__宋
2463	亲母何可见， [泪] 下声正嘶。		《乐府诗集》__宋
2464	关西老将不胜愁，驻马听之双 [泪] 流。		《乐府诗集》__宋
2465	吁嗟逢橡媪，不觉 [泪] 沾裳。		《乐府诗集》__宋
2466	蚁壤漏山河，丝 [泪] 毁金骨。		《乐府诗集》__宋
2467	无作牛山悲，恻怆 [泪] 沾臆。		《乐府诗集》__宋
2468	深疑呜咽声，中有征人 [泪] 。		《乐府诗集》__宋
2469	全疑呜咽声，中有征人 [泪] 。		《乐府诗集》__宋
2470	因 [泪] 下如雨，由此遇物中无疑矣。		《栾城后集卷二十四》__宋
2471	君王不重客，泣 [泪] 向春风。		《乐府诗集》__宋
2472	悲风来入怀， [泪] 下如垂露。		《乐府诗集》__宋
2473	西家思妇见悲惋，零 [泪] 沾衣抚心叹，初我送君出户时，何言淹留节回换。		《乐府诗集》__宋
2474	亦云朝悲泣闲房，又闻暮思 [泪] 沾裳。		《乐府诗集》__宋
2475	不觉别时红 [泪] 尽，归来无 [泪] 可沾巾。		《乐府诗集》__宋
2476	鹧鸪啼别处，相对 [泪] 沾衣。		《乐府诗集》__宋
2477	寄言远期者，空闺 [泪] 如霰。		《乐府诗集》__宋
2478	蚕饥妾复思，拭 [泪] 且提筐。		《乐府诗集》__宋
2479	 [泪] 粉羞明镜，愁带减宽衣。		《乐府诗集》__宋
2480	独宿自然堪下 [泪] ，况复时闻乌夜啼。		《乐府诗集》__宋
2481	三军尽回首，皆洒望乡 [泪] 。		《乐府诗集》__宋
2482	寒夜猿声彻，游子 [泪] 霑裳。		《乐府诗集》__宋
2483	只恐长江水，尽是兒女 [泪] 。		《乐府诗集》__宋
2484	拭 [泪] 攀杨柳，长条宛地垂。		《乐府诗集》__宋
2485	苍梧山崩湘水绝，竹上之 [泪] 乃可灭。		《乐府诗集》__宋
2486	翠轩展云轻遥遥，燕脂 [泪] 迸红线条。		《乐府诗集》__宋
2487	祖道魏东门， [泪] 下沾冠缨。		《乐府诗集》__宋
2488	丈夫非无 [泪] ，不洒离别间。		《乐府诗集》__宋
2489	哀郁伤五内，泣 [泪] 沾硃缨。		《乐府诗集》__宋
2490	盘桓北阙下，泣 [泪] 何涟如。		《乐府诗集》__宋
2491	 [泪] 点关山月，衣销边塞尘。		《乐府诗集》__宋
2492	缄书待还使， [泪] 尽白云天。		《乐府诗集》__宋
2493	 [泪] 染上春衣，忧变华年发。		《乐府诗集》__宋
2494	一双 [泪] 滴黄河水，应得东流入汉家。		《乐府诗集》__宋
2495	肠为马嘶断，衣从 [泪] 滴斑。		《乐府诗集》__宋
2496	双双红 [泪] 堕，度日暗中啼。		《乐府诗集》__宋
2497	今朝窥玉匣，双 [泪] 落阑干。		《乐府诗集》__宋
2498	欲卷思君处，将啼裛 [泪] 时。		《乐府诗集》__宋
2499	披衣窥落月，拭 [泪] 待鸣难。		《乐府诗集》__宋
2500	不知羌笛曲，掩 [泪] 若为听。		《乐府诗集》__宋
2501	妾人垂珠 [泪] ，君何惜马蹄？		《乐府诗集》__宋
2502	丽玉伤之，乃引箜篌而写其声，闻者莫不堕 [泪] 饮泣。		《乐府诗集》__宋
2503	只为征人多下 [泪] ，年年添作断肠流。		《乐府诗集》__宋
2504	开箧 [泪] 霑襦，见君前日书。		《乐府诗集》__宋
2505	塞北江南共一家，何须 [泪] 落怨黄沙。		《乐府诗集》__宋
2506	不学杨白花，朝朝 [泪] 如雨。		《乐府诗集》__宋
2507	拂尘开蚀鉴，志士 [泪] 沾臆。		《栾城集》__宋
2508	流叹不寝 [泪] 如丝，与君之别终何知。		《乐府诗集》__宋
2509	独向长夜 [泪] 承睫，山高水深路难涉，望君光景何时接。		《乐府诗集》__宋
2510	谁知堤上人，拭 [泪] 空摇手。		《乐府诗集》__宋
2511	妾 [泪] 衫前满，单眠梦里惊。		《乐府诗集》__宋
2512	可怜不得共芳菲，日暮归来 [泪] 满衣。		《乐府诗集》__宋
2513	思君一叹息；苦 [泪] 应言垂。		《乐府诗集》__宋
2514	满箱旧赐前日衣，渍枕新垂夜来 [泪] 。		《乐府诗集》__宋
2515	归来掩卷 [泪] 如雨，平生读书空自误。		《栾城集卷九》__宋
2516	红 [泪] 旋销倾国态，黄金谁为达相如。		《乐府诗集》__宋
2517	良人昨日去，明日又不还，别时各有 [泪] ，零落青楼前。		《乐府诗集》__宋
2518	君 [泪] 濡罗巾，妾 [泪] 滴路尘。		《乐府诗集》__宋
2519	可惜年将 [泪] ，俱尽望陵中。		《乐府诗集》__宋
2520	 [泪] 逐梁尘下，心随团扇捐。		《乐府诗集》__宋
2521	高台奏曲终，曲终 [泪] 横落。		《乐府诗集》__宋
2522	抚弦心断绝，听管 [泪] 霏霏。		《乐府诗集》__宋
2523	强歌强舞竟难胜，花落花开 [泪] 满纟曾。		《乐府诗集》__宋
2524	芳襟染 [泪] 迹，婵娟空复情。		《乐府诗集》__宋
2525	念君劬劳冒风尘，临路挥袂 [泪] 沾巾。		《乐府诗集》__宋
2526	肠断非关陇头水， [泪] 下不为雍门琴。		《乐府诗集》__宋
2527	 [泪] 甚声难发，悲多袖未举。		《乐府诗集》__宋
2528	行到都门送君处，长河清 [泪] 两泛澜。		《栾城集卷六》__宋
2529	拊膺携客泣，掩 [泪] 叙温凉。		《乐府诗集》__宋
2530	投刀 [泪] 如霰，北斗空阑干。		《栾城集卷八》__宋
2531	借问故乡人，潺湲 [泪] 不息。		《乐府诗集》__宋
2532	秋娥点滴不成 [泪] ，十二玉楼无故钉。		《乐府诗集》__宋
2533	对酒两不饮，停觞 [泪] 盈巾。		《乐府诗集》__宋
2534	小雨无端添别 [泪] ，遥山有意助颦眉。		《栾城集卷七》__宋
2535	高堂老母头似霜，心作数支 [泪] 常滴。		《乐府诗集》__宋
2536	遥忆甘泉夜，暗 [泪] 断人肠。		《乐府诗集》__宋
2537	含辞未及吐， [泪] 落兰丛中。		《乐府诗集》__宋
2538	佳期大堤下， [泪] 向南云满。		《乐府诗集》__宋
2539	岘首重寻碑堕 [泪] ，习池还指客横鞭。		《栾城集卷三》__宋
2540	试妾与君 [泪] ，两处滴池水。		《乐府诗集》__宋
2541	春水悠悠春草绿，对此思君 [泪] 相续。		《乐府诗集》__宋
2542	回头望乡 [泪] 落，不知何处天边。		《乐府诗集》__宋
2543	天王贵宫不贮老，浩然 [泪] 陨今来还。		《乐府诗集》__宋
2544	沧溟傥未涸，妾 [泪] 终不干。		《乐府诗集》__宋
2545	自闭长门经几秋，罗衣湿尽 [泪] 还流。		《乐府诗集》__宋
2546	珊瑚枕上千行 [泪] ，不是思君是恨君。		《乐府诗集》__宋
2547	手持金箸垂红 [泪] ，乱拨寒灰不举头。		《乐府诗集》__宋
2548	残春未必多烟雨， [泪] 滴闲阶长绿苔。		《乐府诗集》__宋
2549	巴东三峡猿鸣悲，夜鸣三声 [泪] 沾衣。		《乐府诗集》__宋
2550	衔 [泪] 出伤门，寿阳去，必还当几载。		《乐府诗集》__宋
2551	竹上 [泪] 迹生不尽，寄哀云和五十丝。		《乐府诗集》__宋
2552	想妾辞关 [泪] ，至今犹未燥。		《乐府诗集》__宋
2553	临穴频抚棺，至哀反无 [泪] 。		《乐府诗集》__宋
2554	清光无远近，乡 [泪] 半书间。		《乐府诗集》__宋
2555	一生辛苦兮缘别离，十拍悲深兮 [泪] 成血。		《乐府诗集》__宋
2556	岂知重得兮入长安，欢息欲绝兮 [泪] 阑干。		《乐府诗集》__宋
2557	执手双 [泪] 落，何时见欢还。		《乐府诗集》__宋
2558	杨柳惹鞭公子醉，苎麻掩 [泪] 鲁人迷。		《乐府诗集》__宋
2559	羞言独眠枕下 [泪] ，讬道单栖城上乌。		《乐府诗集》__宋
2560	讵不自惊长 [泪] 落，到头啼乌恆夜啼。		《乐府诗集》__宋
2561	停梭怅然忆远人，独宿孤房 [泪] 如雨。		《乐府诗集》__宋
2562	观见流水还，识是侬 [泪] 流。		《乐府诗集》__宋
2563	谁家红 [泪] 客，不忍过瞿塘。		《乐府诗集》__宋
2564	飞尘暗金勒，落 [泪] 洒银鞍。		《乐府诗集》__宋
2565	出门东向看， [泪] 落沾我衣。		《乐府诗集》__宋
2566	只有 [泪] 可出，无复情可吐。		《乐府诗集》__宋
2567	一唱《都护歌》，心摧 [泪] 如雨。		《乐府诗集》__宋
2568	君看石芒砀，掩 [泪] 悲千古。		《乐府诗集》__宋
2569	 [泪] 如双泉水，行堕紫罗襟。		《乐府诗集》__宋
2570	长女闻孀居，将食 [泪] 滴盘。		《栾城集卷十六》__宋
2571	心中念故人， [泪] 堕不能止。		《乐府诗集》__宋
2572	清樽寄苦 [泪] ，一洒叶坟前。		《栾城集卷十六》__宋
2573	故国 [泪] 生痕。		《全宋词》__宋
2574	归来短烛余红 [泪] 。		《全宋词》__宋
2575	重来东阁皆尘土， [泪] 滴春风自不收。		《栾城集卷五》__宋
2576	 [泪] 应尽。		《全宋词》__宋
2577	 [泪] 盈目。		《全宋词》__宋
2578	应将别 [泪] 洒西风，尽化作、断肠夜雨。		《全宋词》__宋
2579	东游邂逅迎归旐， [泪] 落城南下马阡。		《栾城集卷五》__宋
2580	梦觉香残一味寒，有 [泪] 都成冻。		《全宋词》__宋
2581	寄 [泪] 无因波，寄恨无因辀。		《乐府诗集》__宋
2582	闺门半掩床半空，斑斑枕花残 [泪] 红。		《乐府诗集》__宋
2583	 [泪] 染罗巾犹带、旧时香。		《全宋词》__宋
2584	 [泪] 滴两襟成迹。		《全宋词》__宋
2585	思君如明烛，煎心且衔 [泪] 。		《乐府诗集》__宋
2586	思君如夜烛，煎 [泪] 几千行。		《乐府诗集》__宋
2587	空望终若斯，珠 [泪] 不能雪。		《乐府诗集》__宋
2588	老矣应无骑鹤日，但春衫、点点当时 [泪] 。		《全宋词》__宋
2589	待还家、定自冤人， [泪] 粉盈襟袖。		《全宋词》__宋
2590	啼著曙， [泪] 落枕将浮，身沈被流去。		《乐府诗集》__宋
2591	将懊恼，石阙昼夜题，碑 [泪] 常不燥。		《乐府诗集》__宋
2592	忧来似悬旆， [泪] 下若连珠。		《乐府诗集》__宋
2593	隔津叹，牵牛语织女，离 [泪] 溢河汉。		《乐府诗集》__宋
2594	啼相忆， [泪] 如漏刻水，昼夜流不息。		《乐府诗集》__宋
2595	相送劳劳渚，长江不应满，是侬 [泪] 成许。		《乐府诗集》__宋
2596	宿草芊绵 [泪] 入土，故琴牢落恨填膺。		《栾城三集卷二》__宋
2597	但纷纷、落红如 [泪] 。		《全宋词》__宋
2598	 [泪] 空垂。		《全宋词》__宋
2599	龙髯远莫及，零 [泪] 冻成冰。		《栾城集卷十四》__宋
2600	玉门万里唯言九，行人 [泪] 堕阳关酒。		《栾城集卷十四》__宋
2601	赢得一襟清 [泪] 、伴余香。		《全宋词》__宋
2602	故国梦重归，觉来双 [泪] 垂。		《李煜词》__宋
2603	心事莫将和 [泪] 说，凤笙休向 [泪] 时吹；		《李煜词》__宋
2604	莫将别 [泪] 裛罗巾。		《全宋词》__宋
2605	男儿西北有神州，莫滴水西桥畔 [泪] 。		《全宋词》__宋
2606	双鬟不整云憔悴， [泪] 沾红抹胸。		《李煜词》__宋
2607	醉里懵腾 [泪] 洗，梦中著摸魂飞。		《全宋词》__宋
2608	 [泪] 落西堂歌洒地，杉松空见岁寒余。		《栾城集卷十四》__宋
2609	老杜九日诗：“万国皆戎马，酣歌 [泪] 欲垂。”		《全宋词》__宋
2610	知几许，花梢著雨，红 [泪] 难收。		《全宋词》__宋
2611	 [泪] 与弦俱落。		《全宋词》__宋
2612	松阡映天末，苦 [泪] 缘冠缨。		《栾城集卷十五》__宋
2613	尊前雨 [泪] 不胜情。		《全宋词》__宋
2614	人生有情 [泪] 沾臆，江水江花岂终极？		《栾城三集卷八》__宋
2615	繁枝正微雨后，似怨人知晚， [泪] 浥冰腮。		《全宋词》__宋
2616	伯亡仲逝无由追， [泪] 落数行心破碎。		《栾城集卷十五》__宋
2617	萧萧华发对妻子，往往老 [泪] 流衣巾。		《栾城三集卷二》__宋
2618	肯落儿曹 [泪] ，一笑付沧浪。		《全宋词》__宋
2619	何用洒，儿曹 [泪] 。		《全宋词》__宋
2620	不堪重省， [泪] 和灯烬偷落。		《全宋词》__宋
2621	香罗尚有相思 [泪] 。		《全宋词》__宋
2622	 [泪] 滴春衫轻湿。		《全宋词》__宋
2623	珠 [泪] 滴，应把寸肠万结，夜帷深处。		《全宋词》__宋
2624	恨入相思 [泪] 。		《全宋词》__宋
2625	休引角，怕征人、 [泪] 落塞边。		《全宋词》__宋
2626	偷弹清 [泪] 寄烟波，见江头故人，为言憔悴如许。		《全宋词》__宋
2627	何处不禁愁，雨滴花腮，和 [泪] 胭脂落。		《全宋词》__宋
2628	说著 [泪] 双流。		《全宋词》__宋
2629	 [泪] 难收。		《全宋词》__宋
2630	翠袖衬轻红，盈盈 [泪] ，怨春去。		《全宋词》__宋
2631	漂零客、 [泪] 满衣。		《全宋词》__宋
2632	 [泪] 空流。		《全宋词》__宋
2633	清 [泪] 浥罗巾。		《全宋词》__宋
2634	料也应、红 [泪] 伴秋霖，灯前滴。		《全宋词》__宋
2635	瞿唐水落，惟是 [泪] 波深，催叠鼓，起牙樯，难锁长江断。		《全宋词》__宋
2636	忍 [泪] 千回。		《全宋词》__宋
2637	 [泪] 下猿声巴峡里，眼荒鸥碛楚江涯。		《全宋词》__宋
2638	荔子扶疏，竹枝哀怨，浊酒一尊和 [泪] 斟。		《全宋词》__宋
2639	无言有 [泪] 洒西楼。		《全宋词》__宋
2640	君知否，渐香消蜀锦， [泪] 渍吴绫。		《全宋词》__宋
2641	 [泪] 湿青莹夹镜。		《全宋词》__宋
2642	长恨离多会少，重访问竹西，珠 [泪] 盈把。		《全宋词》__宋
2643	欲写新愁 [泪] 溅纸。		《全宋词》__宋
2644	明窗展卷清 [泪] 滴，恍然似与故人语。		《栾城三集卷一》__宋
2645	不成 [泪] ，都成血。		《全宋词》__宋
2646	流清 [泪] 。		《全宋词》__宋
2647	梦经洛浦梁园，觉来 [泪] 流如泻。		《全宋词》__宋
2648	但盈盈、 [泪] 洒单衣，今夕何恨未了。		《全宋词》__宋
2649	 [泪] 尽两河征镇。		《全宋词》__宋
2650	从来不惯伤春 [泪] ，为伊后、滴满罗衣。		《全宋词》__宋
2651	催成清 [泪] ，惊残孤梦，又拣深枝飞去。		《全宋词》__宋
2652	颜跖皆尘土，苦 [泪] 休挥。		《全宋词》__宋
2653	西州 [泪] ，千年犹湿，回望兴哀。		《全宋词》__宋
2654	 [泪] 空流。		《全宋词》__宋
2655	洒清 [泪] 。		《全宋词》__宋
2656	铜驼荆棘，洒临风清 [泪] 。		《全宋词》__宋
2657	客襟贮 [泪] 。		《全宋词》__宋
2658	有 [泪] 如倾。		《全宋词》__宋
2659	千灯浑是 [泪] ，一笑不论钱。		《全宋词》__宋
2660	拟欲堕清 [泪] ，生怕菊花愁。		《全宋词》__宋
2661	只有楼前溪水，伴人清 [泪] 长流。		《全宋词》__宋
2662	暗 [泪] 洒灯篝。		《全宋词》__宋
2663	青山有蘼芜， [泪] 叶长不干。		《乐府诗集》__宋
2664	尽无言、闲品秦筝， [泪] 满参差雁。		《全宋词》__宋
2665	鸣环动珮思无尽，掩袖低巾 [泪] 不流。		《乐府诗集》__宋
2666	唯馀坏粉 [泪] ，未免映衫匀。		《乐府诗集》__宋
2667	渔歌声断，为君双 [泪] 倾落。		《全宋词》__宋
2668	斓斑 [泪] 沁。		《全宋词》__宋
2669	离岸橹声惊渐远，盈襟 [泪] 颗凄犹滴。		《全宋词》__宋
2670	雨难揩 [泪] 玉环娇，烟不遮愁红袖冷。		《全宋词》__宋
2671	道州民，民到於今受其赐，欲说使君先下 [泪] 。		《乐府诗集》__宋
2672	梦笔题诗，帕绫封 [泪] ，向凤箫人道。		《全宋词》__宋
2673	情脉脉， [泪] 珊珊。		《全宋词》__宋
2674	唯许正朝服汉仪，敛衣整巾潜 [泪] 垂。		《乐府诗集》__宋
2675	宿云迷远梦， [泪] 枕中残酒。		《全宋词》__宋
2676	玉骨瘦无一把，粉 [泪] 愁多千点。		《全宋词》__宋
2677	莹汪粉 [泪] ，滴烁波光射庭沼。		《全宋词》__宋
2678	寒食休倾游子 [泪] 。		《全宋词》__宋
2679	清 [泪] 消尘砚。		《全宋词》__宋
2680	楼头千里，帐底三更，尽堪 [泪] 滴。		《全宋词》__宋
2681	举酒一觞今古，叹息英雄骨冷，清 [泪] 不能收。		《全宋词》__宋
2682	忽被惊风吹别 [泪] 。		《全宋词》__宋
2683	不管梨花有 [泪] 。		《全宋词》__宋
2684	起来重绾双罗髻，无个事、 [泪] 盈盈。		《全宋词》__宋
2685	酸 [泪] 不成弹，又向春心聚。		《全宋词》__宋
2686	见花清 [泪] 遮眼。		《全宋词》__宋
2687	到而今、鱼雁沈沈无信，天涯常是 [泪] 滴。		《全宋词》__宋
2688	细看罗带银钩，绡巾香 [泪] ，算不枉、那时分付。		《全宋词》__宋
2689	罗巾 [泪] 暗叠。		《全宋词》__宋
2690	粉 [泪] 但能添楚竹，罗巾谁解击吴船。		《全宋词》__宋
2691	强阁儿女 [泪] ，有酒且频倾。		《全宋词》__宋
2692	笳箫三叠奏，都人悲 [泪] 袂成帷。		《全宋词》__宋
2693	吾皇哀恋， [泪] 血洒神旌。		《全宋词》__宋
2694	自春来 [泪] 满，挼蓝袖口，没整顿，心情处。		《全宋词》__宋
2695	空凄黯、西风细雨，尽吹 [泪] 去。		《全宋词》__宋
2696	谁念我， [泪] 如血。		《全宋词》__宋
2697	甚近日、伤高念远不觉风前 [泪] 落。		《全宋词》__宋
2698	玉人相见说新愁，可怜又湿西风 [泪] 。		《全宋词》__宋
2699	清 [泪] 无多怕湿衫。		《全宋词》__宋
2700	过离宫禾黍，故叠烟尘，有 [泪] 应弹。		《全宋词》__宋
2701	不为含愁啼粉 [泪] ，只因贪爱湿行云。		《全宋词》__宋
2702	说与归期不远，刚不信、 [泪] 偷滴。		《全宋词》__宋
2703	云破月高悬，照我双双 [泪] 。		《全宋词》__宋
2704	试问心中有底愁， [泪] 早千千点。		《全宋词》__宋
2705	向天涯海角，两行别 [泪] ，风前月下，一片离骚。		《全宋词》__宋
2706	能有几多香，陪了一江来 [泪] 。		《全宋词》__宋
2707	清 [泪] 九皋鹤，唤起梦魂惺。		《全宋词》__宋
2708	不是不相逢， [泪] 空滴、年年别袖。		《全宋词》__宋
2709	半竿残日，两行珠 [泪] ，一叶扁舟。		《全宋词》__宋
2710	据我如今没投奔，见著你、 [泪] 早偷弹。		《全宋词》__宋
2711	回首暝烟无际，但纷纷、落花如 [泪] 。		《全宋词》__宋
2712	无情争得无中 [泪] 。		《全宋词》__宋
2713	宝奁匀 [泪] 粉，晚妆迟。		《全宋词》__宋
2714	 [泪] 盈眸。		《全宋词》__宋
2715	念如今，红尘满面，温洒晚风 [泪] 。		《全宋词》__宋
2716	滴了俺儿来 [泪] 。		《全宋词》__宋
2717	珍重诸公送我，临岐 [泪] 、欲语先流。		《全宋词》__宋
2718	明时合下清猿 [泪] ，闲日须题采凤笺。		《全宋词》__宋
2719	念素心空在，徂年易失， [泪] 如铅水。		《全宋词》__宋
2720	中有忆人双 [泪] ，几时流到横塘。		《全宋词》__宋
2721	都将 [泪] 作梅黄雨，尽把情为柳絮风。		《全宋词》__宋
2722	眼中 [泪] 尽空啼血。		《全宋词》__宋
2723	酒斟虽满，尚少如、别 [泪] 万千滴。		《全宋词》__宋
2724	问行人、如何有得，许多儿 [泪] 。		《全宋词》__宋
2725	枫叶荻花动凉思，又寻思、江上琵琶 [泪] 。		《全宋词》__宋
2726	烟光如洗，几片花飞点 [泪] 。		《全宋词》__宋
2727	模 [泪] 易，写愁难。		《全宋词》__宋
2728	可堪疏雨梧桐，空阶络纬，背人处、偷弹珠 [泪] 。		《全宋词》__宋
2729	怀人独下西州 [泪] ，对菊谁空北海觞。		《全宋词》__宋
2730	奈眷恋庭闱，矜怜幼稚，堕 [泪] 回肠。		《全宋词》__宋
2731	感时双 [泪] 滴潺潺。		《全宋词》__宋
2732	更听胡笳、哀怨 [泪] 沾衣。		《全宋词》__宋
2733	谁作叫云横短玉，三弄彻，对东风，和 [泪] 吹。		《全宋词》__宋
2734	酒从别后疏， [泪] 向愁中尽。		《全宋词》__宋
2735	曾把梨花，寂寞 [泪] 阑干。		《全宋词》__宋
2736	芳草断烟南浦路，和别 [泪] ，看青山。		《全宋词》__宋
2737	 [泪] 洗残妆无一半。		《全宋词》__宋
2738	何处不禁愁，雨滴花腮，和 [泪] 胭脂落。		《全宋词》__宋
2739	牵牛织女几经秋，尚多少、离肠恨 [泪] 。		《全宋词》__宋
2740	一曲聊收 [泪] ，三杯强自宽。		《全宋词》__宋
2741	粉 [泪] 共、宿雨阑干，清梦与、寒云寂寞。		《全宋词》__宋
2742	 [泪] 欲注还阁。		《全宋词》__宋
2743	愁牵心上虑，和 [泪] 写回书。		《全宋词》__宋
2744	媚脸未匀新 [泪] 污。		《全宋词》__宋
2745	所可明者，妆在臂，香在衣， [泪] 光荧荧然，犹莹于茵席而已。		《全宋词》__宋
2746	玉困花柔羞抆 [泪] 。		《全宋词》__宋
2747	陨 [泪] 多如雨。		《全宋词》__宋
2748	忍 [泪] 凝情，强作霓裳序。		《全宋词》__宋
2749	一枝和 [泪] 寄春风。		《全宋词》__宋
2750	闲宵自处，无不 [泪] 零。		《全宋词》__宋
2751	斩得钓竿斑染 [泪] 。		《全宋词》__宋
2752	却写花笺和 [泪] 卷。		《全宋词》__宋
2753	衣上 [泪] 。		《全宋词》__宋
2754	竹上斓斑，总是相思 [泪] 。		《全宋词》__宋
2755	几行清 [泪] ，界残红颊。		《全宋词》__宋
2756	击楫中流，曾记 [泪] 沾裳。		《全宋词》__宋
2757	 [泪] 沁枕囊香。		《全宋词》__宋
2758	桃花浑似 [泪] 胭脂。		《全宋词》__宋
2759	 [泪] 盈盈。		《全宋词》__宋
2760	 [泪] 滴春衫。		《全宋词》__宋
2761	肠断 [泪] 零无数。		《全宋词》__宋
2762	歌罢 [泪] 沾宫锦，襟袖淋浪。		《全宋词》__宋
2763	双落行人 [泪] 。		《全宋词》__宋
2764	花前月下，黄昏院落，珠 [泪] 偷垂。		《全宋词》__宋
2765	 [泪] 滴斑斑金缕衣。		《全宋词》__宋
2766	梦到窗前拂淡眉，觉来以 [泪] 垂。		《全宋词》__宋
2767	一尊和 [泪] 倾。		《全宋词》__宋
2768	别 [泪] 飞寒雨。		《全宋词》__宋
2769	两 [泪] 垂垂。		《全宋词》__宋
2770	酒泉添 [泪] 泉。		《全宋词》__宋
2771	娃馆娉婷知何在， [泪] 粉愁浓恨积。		《全宋词》__宋
2772	娇波暗落相思 [泪] ，流破脸边红。		《全宋词》__宋
2773	听不能终 [泪] 如雨。		《全宋词》__宋
2774	曲终挥别 [泪] ，江上片帆开。		《全宋词》__宋
2775	不忍更回头，别 [泪] 多于雨。		《全宋词》__宋
2776	 [泪] 滴千千万万行，更使人愁肠断。		《全宋词》__宋
2777	罗巾空 [泪] 粉。		《全宋词》__宋
2778	褪粉残妆，和 [泪] 轻挥洒。		《全宋词》__宋
2779	几番欲奏阳关曲， [泪] 湿春风眼尾长。		《全宋词》__宋
2780	娇波 [泪] 落妆如洗。		《全宋词》__宋
2781	老来无 [泪] 倾。		《全宋词》__宋
2782	不禁粉 [泪] 揾香罗。		《全宋词》__宋
2783	强理云鬟临照，暗弹粉 [泪] 沾裳。		《全宋词》__宋
2784	向登临长是，伤春滋味， [泪] 弹多少。		《全宋词》__宋
2785	 [泪] 暗洒、神州沉处。		《全宋词》__宋
2786	分明一觉华胥梦，回首东风 [泪] 满衣。		《全宋词》__宋
2787	雾蝉香冷，霞绡 [泪] 揾，恨袭湘兰。		《全宋词》__宋
2788	时将粉 [泪] 偷弹。		《全宋词》__宋
2789	收别 [泪] 。		《全宋词》__宋
2790	啼香 [泪] 薄，醉玉痕深，与春同瘦。		《全宋词》__宋
